,Budget_Year-Month,Finance_Minister,Sentance,Polarity,sentiment,Sector,Topic
437,2015-2016 Month-02,Arun Jaitley,madam the will dure this session also place befor the parliament the requir bill convert ordin issu the into act parliament,0.0,Neutral,Others,servic
439,2015-2016 Month-02,Arun Jaitley,now turn the for 201516,0.0,Neutral,Others,servic
441,2015-2016 Month-02,Arun Jaitley,nonplan expenditur for the are 1312200,0.0,Neutral,Others,tax
442,2015-2016 Month-02,Arun Jaitley,plan expenditur 465277 which veri near the,0.0,Neutral,Others,provid
443,2015-2016 Month-02,Arun Jaitley,201415,0.0,Neutral,Others,growth
444,2015-2016 Month-02,Arun Jaitley,total expenditur has accord been 1777477,0.0,Neutral,Others,tax
445,2015-2016 Month-02,Arun Jaitley,the requir for expenditur defenc intern secur and other necessari expenditur are adequ provid,0.0,Neutral,Others,tax
447,2015-2016 Month-02,Arun Jaitley,gross tax receipt are 1449490,-0.4767,Negative,Agriculture,tax
448,2015-2016 Month-02,Arun Jaitley,devolut the state 523958,0.0,Neutral,Others,tax
449,2015-2016 Month-02,Arun Jaitley,share central will 919842,0.296,Positive,Others,custom
450,2015-2016 Month-02,Arun Jaitley,non tax revenu for the next are 221733,0.0,Neutral,Others,bank
452,2015-2016 Month-02,Arun Jaitley,with the abov deficit will per gdp and revenu deficit will per gdp,-0.6597,Negative,Others,bank
453,2015-2016 Month-02,Arun Jaitley,part madam,0.0,Neutral,Others,tax
454,2015-2016 Month-02,Arun Jaitley,now turn tax,0.0,Neutral,Others,increa
456,2015-2016 Month-02,Arun Jaitley,taxat instrument social and econom engin,0.0,Neutral,Others,tax
457,2015-2016 Month-02,Arun Jaitley,tax collect help the provid educ healthcar hous and other basic facil the peopl improv their qualiti life and address the problem poverti unemploy and slow develop,0.0,Neutral,Others,tax
458,2015-2016 Month-02,Arun Jaitley,achiev these object has been our endeavour the last nine month foster stabl taxat polici and nonadversari tax administr,0.0,Neutral,Others,tax
459,2015-2016 Month-02,Arun Jaitley,veri import dimen our tax administr the fight against the scourg black money,-0.3818,Negative,Others,growth
460,2015-2016 Month-02,Arun Jaitley,number measur have alreadi been taken this direct,0.0772,Positive,Others,invest
461,2015-2016 Month-02,Arun Jaitley,much more,0.0,Neutral,Others,tax
463,2015-2016 Month-02,Arun Jaitley,need reviv growth and invest ensur that more job are creat for our youth and benefit develop reach million our poor,0.3818,Positive,Agriculture,custom
464,2015-2016 Month-02,Arun Jaitley,need enabl tax polici for this,0.0,Neutral,Others,scheme
465,2015-2016 Month-02,Arun Jaitley,have alreadi introduc the bill amend the constitut for good and servic tax gst the last session this august hous,0.4404,Positive,Others,bank
466,2015-2016 Month-02,Arun Jaitley,gst expect play transform role the way our economi function,0.34,Positive,Others,provid
467,2015-2016 Month-02,Arun Jaitley,will add buoyanc our economi develop common indian market and reduc the cascad effect the cost good and servic,0.4404,Positive,Others,increa
468,2015-2016 Month-02,Arun Jaitley,are move various front implement gst from the next,0.0,Neutral,Others,tax
470,2015-2016 Month-02,Arun Jaitley,need match this transform piec legisl indirect taxat with transform measur direct taxat,0.0,Neutral,Others,provid
471,2015-2016 Month-02,Arun Jaitley,the basic corpor tax higher than the preval the other major asian economi make our domest industri uncompetit,0.0,Neutral,Others,develop
472,2015-2016 Month-02,Arun Jaitley,moreov the effect collect corpor tax about,0.0,Neutral,Others,provid
473,2015-2016 Month-02,Arun Jaitley,lose out both count,-0.4019,Negative,Others,increa
474,2015-2016 Month-02,Arun Jaitley,are consid have high corpor tax regim but not get that tax due excess exempt,0.1531,Positive,Others,fund
475,2015-2016 Month-02,Arun Jaitley,regim exempt has led pressur group litig and loss revenu,-0.2263,Negative,Agriculture,custom
476,2015-2016 Month-02,Arun Jaitley,also give room for avoid discret,-0.296,Negative,Others,tax
477,2015-2016 Month-02,Arun Jaitley,therefor reduc the corpor tax from over the next,0.0,Neutral,Others,increa
478,2015-2016 Month-02,Arun Jaitley,this will lead higher level invest higher growth and more job,0.3818,Positive,Agriculture,tax
479,2015-2016 Month-02,Arun Jaitley,this process reduct has necessarili accompani rationali and remov various kind tax exempt and incent for corpor taxpay which incid account for larg number tax disput,0.6249,Positive,Others,custom
481,2015-2016 Month-02,Arun Jaitley,want start the phase reduct corpor tax and phase elimin exempt right away but thought would appropri give advanc notic that these chang will start from the next,0.09,Positive,Others,invest
482,2015-2016 Month-02,Arun Jaitley,our state polici avoid sudden surpri and instabl tax polici,-0.296,Negative,Others,invest
483,2015-2016 Month-02,Arun Jaitley,exempt individu taxpay will howev continu sinc they facilit save which get transfer invest and econom growth,0.7351,Positive,Agriculture,provid
485,2015-2016 Month-02,Arun Jaitley,while finali tax have adopt certain broad theme which includ,0.4215,Positive,Others,hous
486,2015-2016 Month-02,Arun Jaitley,measur curb black money,0.0,Neutral,Others,increa
487,2015-2016 Month-02,Arun Jaitley,job creation through reviv growth and invest and promot domest manufactur and make minimum and maximum improv the busi benefit middl class taxpay improv the qualiti life and public health through swachch bharat initi and stand alon maximi benefit the economi,0.8658,Positive,Social,provid
488,2015-2016 Month-02,Arun Jaitley,100,0.0,Neutral,Others,custom
489,2015-2016 Month-02,Arun Jaitley,madam the first and foremost pillar tax effect deal with the problem black money which eat into the vital our economi and societi,-0.128,Negative,Others,increa
490,2015-2016 Month-02,Arun Jaitley,the problem poverti and inequ can not elimin unless generat black money and conceal dealt with effect and forc,-0.4019,Negative,Others,agricultur
491,2015-2016 Month-02,Arun Jaitley,101,0.0,Neutral,Others,increa
492,2015-2016 Month-02,Arun Jaitley,the last month sever measur have been initi this direct,0.0,Neutral,Others,custom
493,2015-2016 Month-02,Arun Jaitley,major breakthrough was achiev octob 2014 when deleg from the revenu depart visit switzerland and the swiss author agr provid inform respect case independ investig the incometax depart confirm genuin bank account and provid nonbank inform provid such inform time bound manner and commenc talk with for automat exchang inform between the two countri the earliest,0.4767,Positive,Others,agricultur
494,2015-2016 Month-02,Arun Jaitley,investig into case undisclo foreign asset has been accord the highest prioriti result detect substanti amount unreport incom,0.3612,Positive,Others,increa
495,2015-2016 Month-02,Arun Jaitley,for strengthen collect inform from various sourc domest new structur put place which includ electron file statement report entiti,0.3182,Positive,Others,increa
496,2015-2016 Month-02,Arun Jaitley,this will ensur seamless integr data and more effect enforc,0.0,Neutral,Others,tax
497,2015-2016 Month-02,Arun Jaitley,102,0.0,Neutral,Others,increa
498,2015-2016 Month-02,Arun Jaitley,track down and bring back the wealth which legitim belong the countri our abid commit the countri,0.6597,Positive,Others,scheme
499,2015-2016 Month-02,Arun Jaitley,recogni the limit under the exist legisl have taken consid deci enact comprehen new law black money specif deal with such money stash away abroad,0.0,Neutral,Others,tax
500,2015-2016 Month-02,Arun Jaitley,this end introduc bill the current session the parliament,0.0,Neutral,Others,provid
501,2015-2016 Month-02,Arun Jaitley,103,0.0,Neutral,Others,increa
502,2015-2016 Month-02,Arun Jaitley,with your permiss madam would like highlight some the key featur the new law black money,0.5994,Positive,Others,provid
503,2015-2016 Month-02,Arun Jaitley,conceal incom and asset and eva tax relat foreign asset will prosecut with punish rigor imprison upto,0.1531,Positive,Others,provid
504,2015-2016 Month-02,Arun Jaitley,further this offenc will made noncompound the offend will not permit approach the settlement commiss and penalti for such conceal incom and asset the 300 tax shall levi,0.0772,Positive,Others,tax
505,2015-2016 Month-02,Arun Jaitley,non file return file return with inadequ disclosur foreign asset will liabl for prosecut with punish rigor imprison,-0.2263,Negative,Others,httpindiabudgetnicin
506,2015-2016 Month-02,Arun Jaitley,incom relat ani undisclo foreign asset undisclo incom from ani foreign asset will taxabl the maximum margin,0.6124,Positive,Others,custom
507,2015-2016 Month-02,Arun Jaitley,exempt deduct which may otherwi applic such case shall not allow,-0.0685,Negative,Others,bank
508,2015-2016 Month-02,Arun Jaitley,benefici owner beneficiari foreign asset will mandatorili requir file return even there taxabl incom,0.3612,Positive,Others,custom
509,2015-2016 Month-02,Arun Jaitley,abettor the abov offenc whether individu entiti bank institut will liabl for prosecut and penalti,0.0,Neutral,Others,tax
510,2015-2016 Month-02,Arun Jaitley,date open foreign account would mandatorili requir specifi the assess the return incom,0.0,Neutral,Others,tax
511,2015-2016 Month-02,Arun Jaitley,the offenc conceal incom eva tax relat foreign asset will made predic offenc under the prevent moneylaund act 2002 pmla,0.3818,Positive,Others,tax
512,2015-2016 Month-02,Arun Jaitley,this provi would enabl the enforc agenc attach and confisc unaccount asset held abroad and launch prosecut against person indulg launder black money,0.3612,Positive,Others,tax
513,2015-2016 Month-02,Arun Jaitley,the definit proceed crime under pmla amend enabl attach and confisc equiv asset where the asset locat abroad can not forfeit,0.128,Positive,Others,hous
514,2015-2016 Month-02,Arun Jaitley,the foreign exchang manag act 1999 fema also amend the effect that ani foreign exchang foreign secur ani immov properti situat outsid held contrav the provi this act then action may taken for seizur and eventu confisc asset equiv valu situat,0.3612,Positive,Others,growth
515,2015-2016 Month-02,Arun Jaitley,these contrav are also made liabl for levi penalti and prosecut with punish imprison five,-0.5267,Negative,Others,growth
516,2015-2016 Month-02,Arun Jaitley,104,0.0,Neutral,Others,growth
517,2015-2016 Month-02,Arun Jaitley,regard curb domest black money new and more comprehen benami transact prohibit bill will introduc the current session the parliament,0.0,Neutral,Others,custom
518,2015-2016 Month-02,Arun Jaitley,this law will enabl confisc benami properti and provid for prosecut thus block major avenu for generat and hold black money the form benami properti especi real estat,-0.4404,Negative,Others,custom
519,2015-2016 Month-02,Arun Jaitley,105,0.0,Neutral,Others,increa
520,2015-2016 Month-02,Arun Jaitley,few other measur are also the for curb black money within the countri,0.0,Neutral,Others,hous
521,2015-2016 Month-02,Arun Jaitley,the bill includ amend the incometax act prohibit accept payment advanc 20000 more cash for purcha immov properti,0.3818,Positive,Others,custom
522,2015-2016 Month-02,Arun Jaitley,quot pan made mandatori for ani purcha sale exceed the valu,0.0,Neutral,Others,agricultur
523,2015-2016 Month-02,Arun Jaitley,the third parti report entiti would requir furnish inform about foreign currenc sale and cross border transact,0.0,Neutral,Others,custom
524,2015-2016 Month-02,Arun Jaitley,provi also made tackl split report transact,0.0,Neutral,Others,custom
525,2015-2016 Month-02,Arun Jaitley,improv enforc cbdt and cbec will leverag technolog and have access inform each other databa,0.0,Neutral,Others,invest
526,2015-2016 Month-02,Arun Jaitley,106,0.0,Neutral,Others,provid
527,2015-2016 Month-02,Arun Jaitley,madam the second pillar taxat this job creation through reviv growth and invest and promot domest manufactur and make,0.5719,Positive,Social,increa
528,2015-2016 Month-02,Arun Jaitley,undertak seri step this direct attract capit both domest and foreign,0.3612,Positive,Others,increa
529,2015-2016 Month-02,Arun Jaitley,tax pass throughi allow both categoryi and categoryii altern invest fund that tax levi the investor these fund and not the fund per,0.2263,Positive,Others,scheme
530,2015-2016 Month-02,Arun Jaitley,this will step the abil these fund mobili higher resourc and make higher invest small and medium enterpri infrastructur and social project and provid the much requir privat equiti new ventur and startup,0.0,Neutral,Others,hous
